Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-03-27 (Price: 282.84)",No Exit Yet,"0.0%, 0 days","93.75%, Past 20 years, 16","Weekly, is CONFIRMED on 2026-03-27",Already confirmed,"2026-03-27 (Price: 282.84), 0.0% below",0 days,294.31,No Information,No Information,No Information,"23.66% (Price: 281.4195), 0.5% above, Upmove Bounce Back","2022-10-16 (Price: 101.28), 2026-01-11 (Price: 337.25)",No Information,22.59%/15.01%/17.15%,"6.94%, 37.49%",2.2 years/7 days/9.9 months,2029-05-17/2026-04-06/2027-05-31,15.25%,7.42%,7.83%,2.32,0.37,315.6494/331.3471/424.42/No Horizontal Resistance/349.5825/373.4732/301.92,210.28/125.7575/272.4366/242.2068/281.4195/247.1095/No EMA 200 Stop Loss,91.23%/57/1.5 year (Across ALL Assets),54.19%/155/7.7 months (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2026-03-26 (Price: 61.52)",No Exit Yet,"1.69%, 1 day","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-03-26",Already confirmed,"2026-03-27 (Price: 62.56), 1.69% above",1 day,60.67,No Information,No Information,No Information,No Information,No Information,2.83% above/1.69% above/1.69% above,6.25%/0.35%/2.8%,"17.66%, 40.87%",3.5 months/6 days/1 month,2026-08-25/2026-04-03/2026-05-08,9.51%,8.03%,1.48%,0.31,0.41,64.9528/63.2426/81.83/No Horizontal Resistance/72.1064/81.0569/No EMA 200 Target,55.6/37.6833/54.1372/37.4998/No F-Track Level/No F-Track Level/46.72,91.84%/282/1.3 month (Across ALL Assets),80.04%/516/1.5 month (Across ALL Assets)
DELTADRIFT,"FRW.NZ, Long, 2026-03-26 (Price: 12.58)",No Exit Yet,"-2.23%, 1 day","71.43%, Past 4 years, 7","Daily, was CONFIRMED on 2026-03-26",Already confirmed,"2026-03-27 (Price: 12.3), 2.23% below",1 day,12.41,No Information,No Information,No Information,No Information,No Information,No Information,5.37%/2.86%/4.01%,"13.71%, 14.11%",1.2 month/1 day/9 days,2026-05-17/2026-03-27/2026-04-08,0.71%,4.01%,-3.3%,-0.04,0.19,13.2342/13.0845/13.16/14.94/16.2179/21.849/13.08,12.35/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2026-03-26 (Price: 31.91)",No Exit Yet,"0.28%, 1 day","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-03-26",Already confirmed,"2026-03-27 (Price: 32.0), 0.28% above",1 day,32.09,No Information,No Information,No Information,"23.66% (Price: 31.7285), 0.86% above, Upmove Bounce Back","2025-04-07 (Price: 23.27), 2026-01-12 (Price: 34.35)",No Information,17.94%/2.73%/10.86%,"-0.0%, 32.83%",2.3 years/1.7 month/10.3 months,2029-07-05/2026-06-07/2027-06-16,18.64%,-2.16%,20.8%,1.79,-0.19,No Target/35.3754/38.56/39.9467/60.2967/80.3432/No EMA 200 Target,31.79/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/31.78,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
OSCILLATOR DELTA,"DOL.TO, Long, 2026-03-26 (Price: 168.84)",No Exit Yet,"-1.23%, 1 day","88.24%, Past 6 years, 17","Daily, is Confirmed on 2026-03-26",No Cancellation Possible,"2026-03-27 (Price: 166.76), 1.23% below",1 day,171.36,No Information,No Information,No Information,No Information,No Information,No Information,21.22%/5.64%/10.31%,"10.55%, 13.94%",5.8 months/2 days/2.3 months,2026-12-03/2026-03-28/2026-07-03,19.66%,19.52%,0.14%,0.91,1.22,181.7563/186.2474/177.28/197.56/294.0831/455.769/191.19,No Recent Minima/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,97.5%/40/29 days (Across ALL Assets),78.4%/412/26 days (Across ALL Assets)
FRACTAL TRACK,"FRW.NZ, Long, 2026-03-26 (Price: 12.58)",No Exit Yet,"-2.23%, 1 day","88.89%, Past 5 years, 9","Daily, was CONFIRMED on 2026-03-26",Already confirmed,"2026-03-27 (Price: 12.3), 2.23% below",1 day,12.41,No Information,No Information,No Information,"38.2% (Price: 12.2169), 0.68% above, Upmove Bounce Back","2023-10-30 (Price: 7.31), 2026-02-12 (Price: 15.25)",No Information,13.53%/1.54%/10.4%,"4.41%, 40.87%",3.7 years/3.6 months/1.2 year,2031-07-07/2026-08-29/2027-12-11,11.59%,4.86%,6.73%,1.04,0.24,12.9071/13.8883/17.34/14.94/16.2179/21.849/13.08,12.35/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2026-03-25 (Price: 63.19)",No Exit Yet,"-2.61%, 2 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-27 (Price: 61.54), 2.61% below",2 days,63.35,No Information,No Information,No Information,"23.66% (Price: 59.315), 3.75% above, Upmove Bounce Back","2023-10-23 (Price: 41.94), 2025-11-13 (Price: 64.7)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-07-06/2026-05-20/2026-11-18,22.9%,9.15%,13.75%,2.88,0.6,65.2184/68.5801/76.85/No Horizontal Resistance/81.1364/93.8009/No EMA 200 Target,61.5/33.6667/58.4776/52.627/No F-Track Level/No F-Track Level/62.6,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-25 (Price: 782.3)",No Exit Yet,"-3.34%, 2 days","81.82%, Past 4 years, 11","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-27 (Price: 756.2), 3.34% below",2 days,768.2,No Information,No Information,No Information,No Information,No Information,No Information,5.57%/1.67%/2.95%,"8.2%, 8.72%",2.7 months/2 days/26 days,2026-07-20/2026-03-27/2026-05-01,5.13%,4.11%,1.02%,0.21,0.19,813.6702/805.3778/809.52/1009.6/1098.0619/1305.7899/960.84,744.15/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2026-03-25 (Price: 58.45)",No Exit Yet,"-1.11%, 2 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-27 (Price: 57.8), 1.11% below",2 days,58.145,No Information,No Information,No Information,"50% (Price: 58.2488), 0.77% below, Upmove Bounce Back","2026-01-07 (Price: 53.28), 2026-02-25 (Price: 63.2176)",No Information,11.33%/1.41%/8.86%,"-0.0%, 37.23%",3.3 years/1.4 month/1.2 year,2030-12-09/2026-05-24/2027-12-10,11.0%,5.81%,5.19%,1.67,0.3,63.1786/63.6287/64.41/59.135/82.226/92.0468/No EMA 200 Target,57.37/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/55.44,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",No Exit Yet,"-1.36%, 2 days","88.89%, Past 4 years, 9","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-27 (Price: 7.97), 1.36% below",2 days,7.96,No Information,No Information,No Information,No Information,No Information,No Information,8.29%/1.35%/4.14%,"5.72%, 9.11%",1.7 month/1 day/15 days,2026-06-06/2026-03-26/2026-04-15,10.4%,2.17%,8.23%,0.79,0.05,8.4945/8.4145/8.45/8.8962/11.1706/12.8535/No EMA 200 Target,7.93/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.03,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
FRACTAL TRACK,"BPCL.NS, Long, 2026-03-25 (Price: 284.55)",No Exit Yet,"-0.65%, 2 days","86.67%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-27 (Price: 282.7), 0.65% below",2 days,288.2,No Information,No Information,No Information,"50% (Price: 273.6375), 3.31% above, Upmove Bounce Back","2023-10-26 (Price: 165.725), 2025-11-17 (Price: 381.55)",No Information,12.45%/1.92%/10.29%,"11.24%, 36.83%",2.2 years/1.2 month/9.6 months,2029-05-15/2026-05-16/2027-05-16,15.95%,8.45%,7.5%,1.08,0.45,301.3385/313.8302/414.05/383.0667/393.108/467.0257/343.81,271.3/145.35/248.4289/232.8593/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2026-03-25 (Price: 138.26)",No Exit Yet,"-2.9%, 2 days","100.0%, Past 5 years, 14","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-27 (Price: 134.25), 2.9% below",2 days,139.76,No Information,No Information,No Information,"23.66% (Price: 134.7457), 0.37% below, Upmove Bounce Back","2024-05-31 (Price: 62.07), 2026-02-11 (Price: 157.27)",No Information,17.08%/2.06%/9.98%,"0%, 27.82%",1.8 year/28 days/5.7 months,2028-10-18/2026-05-04/2026-11-27,29.7%,11.0%,18.7%,2.35,0.63,149.7079/152.0583/195.38/No Horizontal Resistance/154.7608/163.0355/No EMA 200 Target,137.21/57.18/121.083/104.5806/No F-Track Level/No F-Track Level/123.67,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"BPCL.NS, Long, 2026-03-24 (Price: 282.25)",No Exit Yet,"0.16%, 3 days","80.0%, Past 4 years, 10","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 282.7), 0.16% above",3 days,280.0,No Information,No Information,No Information,No Information,No Information,No Information,5.64%/2.52%/4.01%,"9.33%, 10.91%",1.2 month/2 days/9 days,2026-05-15/2026-03-26/2026-04-06,6.09%,8.96%,-2.87%,0.22,0.48,302.5156/293.5682/298.04/383.0667/393.108/467.0257/343.81,271.3/145.35/248.4289/232.8593/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-03-24 (Price: 25.12)",No Exit Yet,"-3.07%, 3 days","100.0%, Past 4 years, 16","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 24.35), 3.07% below",3 days,25.23,No Information,No Information,No Information,No Information,No Information,No Information,6.97%/1.34%/3.61%,"-0.0%, 9.88%",2.4 months/1 day/23 days,2026-07-06/2026-03-25/2026-04-26,15.13%,-1.6%,16.73%,2.09,-0.12,27.0743/26.0268/26.55/39.3812/40.717/51.346/34.99,No Recent Minima/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2026-03-24 (Price: 36.89)",No Exit Yet,"-2.3%, 3 days","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 36.04), 2.3% below",3 days,36.85,"-3.76, 70.0%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2026-12-27/2026-07-06/2026-10-01,-0.56%,9.2%,-9.76%,-0.04,0.47,37.6684/43.7884/157.4212/139.01/157.4212/No Next Fib Ext/53.95,36.53/No Horizontal Support/32.5538/28.0896/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,60.0%/40/4.7 months (Across ALL Assets),62.81%/242/3.7 months (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-03-24 (Price: 9.31)",No Exit Yet,"0.11%, 3 days","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 9.32), 0.11% above",3 days,9.12,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,2026-06-18/2026-03-25/2026-04-20,5.72%,-0.28%,6.0%,0.18,-0.09,9.4301/9.661/9.55/12.64/19.8479/26.5969/11.36,9.09/9.1367/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
FRACTAL TRACK,"EEM, Long, 2026-03-24 (Price: 56.52)",No Exit Yet,"-2.34%, 3 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 55.2), 2.34% below",3 days,56.13,No Information,No Information,No Information,"38.2% (Price: 54.6604), 0.99% above, Upmove Bounce Back","2023-10-23 (Price: 36.38), 2026-02-27 (Price: 65.96)",No Information,10.77%/2.11%/8.51%,"-0.0%, 16.11%",1.9 year/1.9 month/8.3 months,2028-12-08/2026-06-14/2027-03-19,13.08%,0.95%,12.13%,1.69,-0.08,57.1361/61.3299/74.27/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,55.64/36.64/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/53.94,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"CNR.TO, Long, 2026-03-24 (Price: 139.03)",No Exit Yet,"1.29%, 3 days","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 140.82), 1.29% above",3 days,137.04,No Information,No Information,No Information,"78.6% (Price: 133.7381), 5.3% above, Upmove Bounce Back","2025-11-24 (Price: 128.05), 2026-03-02 (Price: 154.63)",No Information,11.26%/0.33%/9.09%,"-0.0%, 14.35%",1.3 year/18 days/7.1 months,2028-01-30/2026-04-19/2027-01-26,16.8%,-0.9%,17.7%,0.98,-0.19,No Target/151.6678/154.98/171.0825/218.156/349.4971/No EMA 200 Target,135.45/127.6867/136.9828/86.815/No F-Track Level/No F-Track Level/136.37,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"ACWX, Long, 2026-03-24 (Price: 67.5)",No Exit Yet,"-1.73%, 3 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 66.33), 1.73% below",3 days,66.8,No Information,No Information,No Information,"38.2% (Price: 65.0147), 2.02% above, Upmove Bounce Back","2025-04-08 (Price: 48.99), 2026-02-25 (Price: 74.92)",No Information,10.95%/0.24%/9.51%,"0%, 31.47%",3.9 years/2.1 months/1 year,2031-10-17/2026-06-23/2027-08-27,15.62%,3.37%,12.25%,3.17,0.11,68.6407/73.9192/83.06/No Horizontal Resistance/76.9985/87.9979/No EMA 200 Target,66.37/45.07/61.9685/No stop loss/No F-Track Level/No F-Track Level/65.96,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2026-03-24 (Price: 1399.42)",No Exit Yet,"-6.93%, 3 days","100.0%, Past 5 years, 16","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 1302.47), 6.93% below",3 days,1348.6801,No Information,No Information,No Information,"23.66% (Price: 1314.59), 0.92% below, Upmove Bounce Back","2023-09-28 (Price: 564.0), 2026-02-25 (Price: 1547.2198)",No Information,15.95%/4.96%/10.87%,"-0.0%, 53.28%",2.2 years/13 days/6.5 months,2029-05-14/2026-04-11/2026-12-31,24.72%,12.44%,12.28%,3.0,0.59,1523.9684/1551.537/1989.35/No Horizontal Resistance/1508.8624/1630.5302/No EMA 200 Target,1317.25/576.784/1338.7292/1224.19/No F-Track Level/No F-Track Level/1041.38,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
FRACTAL TRACK,"XIU.TO, Long, 2026-03-24 (Price: 47.07)",No Exit Yet,"-0.06%, 3 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-24",Already confirmed,"2026-03-27 (Price: 47.04), 0.06% below",3 days,46.71,No Information,No Information,No Information,"23.66% (Price: 46.2447), 1.72% above, Upmove Bounce Back","2025-04-09 (Price: 33.87), 2026-03-02 (Price: 50.08)",No Information,11.01%/2.15%/7.15%,"0%, 17.58%",2.5 years/1.3 month/11.5 months,2029-10-17/2026-05-19/2027-08-05,11.71%,8.23%,3.48%,2.2,0.67,48.934/50.4355/56.8/No Horizontal Resistance/53.8646/57.8672/No EMA 200 Target,46.23/27.9467/44.2067/37.996/No F-Track Level/No F-Track Level/44.99,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
